year,geography,metric,unit,vector,value,decimals
2014,"Edmonton, Alberta",Non-violent weighted clearance rate,Number,v53079721,36.18,2
2014,"Edmonton, Alberta",Percent change in non-violent weighted clearance rate,Percent,v53079722,1.09,2
2014,British Columbia,Crime severity index,Index,v44312671,90.18,2
2014,British Columbia,Percent change in crime severity index,Percent,v44312672,2.82,2
2014,British Columbia,Violent crime severity index,Index,v44312673,76.12,2
2014,British Columbia,Percent change in violent crime severity index,Percent,v44312674,-4.49,2
2014,British Columbia,Non-violent crime severity index,Index,v44312675,95.12,2
2014,British Columbia,Percent change in non-violent crime severity index,Percent,v44312676,5.16,2
2014,British Columbia,Youth crime severity index,Index,v53079734,40.0,2
2014,British Columbia,Percent change in youth crime severity index,Percent,v53079735,-22.06,2
2014,British Columbia,Youth violent crime severity index,Index,v53079736,39.69,2
2014,British Columbia,Percent change in youth violent crime severity index,Percent,v53079929,-27.17,2
2014,British Columbia,Youth non-violent crime severity index,Index,v53079726,40.05,2
2014,British Columbia,Percent change in youth non-violent crime severity index,Percent,v53079727,-17.98,2
2014,British Columbia,Weighted clearance rate,Number,v53079728,28.26,2
2014,British Columbia,Percent change in weighted clearance rate,Percent,v53079729,-6.92,2
2014,British Columbia,Violent weighted clearance rate,Number,v53079730,53.81,2
2014,British Columbia,Percent change in violent weighted clearance rate,Percent,v53079731,3.82,2
2014,British Columbia,Non-violent weighted clearance rate,Number,v53079732,20.81,2
2014,British Columbia,Percent change in non-violent weighted clearance rate,Percent,v53079733,-11.37,2
2014,"Kelowna, British Columbia",Crime severity index,Index,v52117776,88.6,2
2014,"Kelowna, British Columbia",Percent change in crime severity index,Percent,v52117777,1.11,2
2014,"Kelowna, British Columbia",Violent crime severity index,Index,v52117778,59.3,2
2014,"Kelowna, British Columbia",Percent change in violent crime severity index,Percent,v52117779,-6.27,2
2014,"Kelowna, British Columbia",Non-violent crime severity index,Index,v52117780,99.08,2
2014,"Kelowna, British Columbia",Percent change in non-violent crime severity index,Percent,v52117781,2.88,2
2014,"Kelowna, British Columbia",Youth crime severity index,Index,v53079864,,2
2014,"Kelowna, British Columbia",Percent change in youth crime severity index,Percent,v87984942,,2
2014,"Kelowna, British Columbia",Youth violent crime severity index,Index,v53079865,,2
2014,"Kelowna, British Columbia",Percent change in youth violent crime severity index,Percent,v87984943,,2
2014,"Kelowna, British Columbia",Youth non-violent crime severity index,Index,v53079857,,2
2014,"Kelowna, British Columbia",Percent change in youth non-violent crime severity index,Percent,v87984944,,2
2014,"Kelowna, British Columbia",Weighted clearance rate,Number,v53079858,32.72,2
2014,"Kelowna, British Columbia",Percent change in weighted clearance rate,Percent,v53079859,0.93,2
2014,"Kelowna, British Columbia",Violent weighted clearance rate,Number,v53079860,60.74,2
2014,"Kelowna, British Columbia",Percent change in violent weighted clearance rate,Percent,v53079861,14.47,2
2014,"Kelowna, British Columbia",Non-violent weighted clearance rate,Number,v53079862,26.62,2
2014,"Kelowna, British Columbia",Percent change in non-violent weighted clearance rate,Percent,v53079863,-3.13,2
2014,"Abbotsford-Mission, British Columbia",Crime severity index,Index,v44312689,84.45,2
2014,"Abbotsford-Mission, British Columbia",Percent change in crime severity index,Percent,v44312690,5.91,2
2014,"Abbotsford-Mission, British Columbia",Violent crime severity index,Index,v44312691,79.46,2
2014,"Abbotsford-Mission, British Columbia",Percent change in violent crime severity index,Percent,v44312692,14.71,2
2014,"Abbotsford-Mission, British Columbia",Non-violent crime severity index,Index,v44312693,86.09,2
2014,"Abbotsford-Mission, British Columbia",Percent change in non-violent crime severity index,Percent,v44312694,3.25,2
2014,"Abbotsford-Mission, British Columbia",Youth crime severity index,Index,v53079762,,2
2014,"Abbotsford-Mission, British Columbia",Percent change in youth crime severity index,Percent,v87984945,,2
2014,"Abbotsford-Mission, British Columbia",Youth violent crime severity index,Index,v53079763,,2
2014,"Abbotsford-Mission, British Columbia",Percent change in youth violent crime severity index,Percent,v87984946,,2
2014,"Abbotsford-Mission, British Columbia",Youth non-violent crime severity index,Index,v53079755,,2
2014,"Abbotsford-Mission, British Columbia",Percent change in youth non-violent crime severity index,Percent,v87984947,,2
2014,"Abbotsford-Mission, British Columbia",Weighted clearance rate,Number,v53079756,27.47,2
2014,"Abbotsford-Mission, British Columbia",Percent change in weighted clearance rate,Percent,v53079757,-3.31,2
2014,"Abbotsford-Mission, British Columbia",Violent weighted clearance rate,Number,v53079758,53.32,2
2014,"Abbotsford-Mission, British Columbia",Percent change in violent weighted clearance rate,Percent,v53079759,3.59,2
2014,"Abbotsford-Mission, British Columbia",Non-violent weighted clearance rate,Number,v53079760,18.78,2
2014,"Abbotsford-Mission, British Columbia",Percent change in non-violent weighted clearance rate,Percent,v53079761,-12.41,2
2014,"Vancouver, British Columbia",Crime severity index,Index,v44312677,94.27,2
2014,"Vancouver, British Columbia",Percent change in crime severity index,Percent,v44312678,5.78,2
2014,"Vancouver, British Columbia",Violent crime severity index,Index,v44312679,77.57,2
2014,"Vancouver, British Columbia",Percent change in violent crime severity index,Percent,v44312680,-5.25,2
2014,"Vancouver, British Columbia",Non-violent crime severity index,Index,v44312681,100.15,2
2014,"Vancouver, British Columbia",Percent change in non-violent crime severity index,Percent,v44312682,9.36,2
2014,"Vancouver, British Columbia",Youth crime severity index,Index,v53079744,,2
2014,"Vancouver, British Columbia",Percent change in youth crime severity index,Percent,v87984948,,2
2014,"Vancouver, British Columbia",Youth violent crime severity index,Index,v53079745,,2
2014,"Vancouver, British Columbia",Percent change in youth violent crime severity index,Percent,v87984949,,2
2014,"Vancouver, British Columbia",Youth non-violent crime severity index,Index,v53079737,,2
2014,"Vancouver, British Columbia",Percent change in youth non-violent crime severity index,Percent,v87984950,,2
2014,"Vancouver, British Columbia",Weighted clearance rate,Number,v53079738,22.24,2
2014,"Vancouver, British Columbia",Percent change in weighted clearance rate,Percent,v53079739,-11.99,2
2014,"Vancouver, British Columbia",Violent weighted clearance rate,Number,v53079740,44.23,2
2014,"Vancouver, British Columbia",Percent change in violent weighted clearance rate,Percent,v53079741,1.1,2
2014,"Vancouver, British Columbia",Non-violent weighted clearance rate,Number,v53079742,16.05,2
2014,"Vancouver, British Columbia",Percent change in non-violent weighted clearance rate,Percent,v53079743,-16.62,2
2014,"Victoria, British Columbia",Crime severity index,Index,v44312683,60.92,2
2014,"Victoria, British Columbia",Percent change in crime severity index,Percent,v44312684,5.38,2
2014,"Victoria, British Columbia",Violent crime severity index,Index,v44312685,57.01,2
2014,"Victoria, British Columbia",Percent change in violent crime severity index,Percent,v44312686,6.92,2
2014,"Victoria, British Columbia",Non-violent crime severity index,Index,v44312687,62.21,2
2014,"Victoria, British Columbia",Percent change in non-violent crime severity index,Percent,v44312688,4.87,2
2014,"Victoria, British Columbia",Youth crime severity index,Index,v53079753,,2
2014,"Victoria, British Columbia",Percent change in youth crime severity index,Percent,v87984951,,2
2014,"Victoria, British Columbia",Youth violent crime severity index,Index,v53079754,,2
2014,"Victoria, British Columbia",Percent change in youth violent crime severity index,Percent,v87984952,,2
2014,"Victoria, British Columbia",Youth non-violent crime severity index,Index,v53079746,,2
2014,"Victoria, British Columbia",Percent change in youth non-violent crime severity index,Percent,v87984953,,2
2014,"Victoria, British Columbia",Weighted clearance rate,Number,v53079747,36.93,2
2014,"Victoria, British Columbia",Percent change in weighted clearance rate,Percent,v53079748,2.21,2
2014,"Victoria, British Columbia",Violent weighted clearance rate,Number,v53079749,59.21,2
2014,"Victoria, British Columbia",Percent change in violent weighted clearance rate,Percent,v53079750,9.63,2
2014,"Victoria, British Columbia",Non-violent weighted clearance rate,Number,v53079751,29.5,2
2014,"Victoria, British Columbia",Percent change in non-violent weighted clearance rate,Percent,v53079752,-2.58,2
2014,Yukon,Crime severity index,Index,v44312695,187.28,2
2014,Yukon,Percent change in crime severity index,Percent,v44312696,10.57,2
2014,Yukon,Violent crime severity index,Index,v44312697,237.97,2
2014,Yukon,Percent change in violent crime severity index,Percent,v44312698,51.76,2
2014,Yukon,Non-violent crime severity index,Index,v44312699,168.45,2
2014,Yukon,Percent change in non-violent crime severity index,Percent,v44312700,-2.97,2
2014,Yukon,Youth crime severity index,Index,v53079785,252.32,2
2014,Yukon,Percent change in youth crime severity index,Percent,v53079786,33.64,2
2014,Yukon,Youth violent crime severity index,Index,v53079787,308.97,2
2014,Yukon,Percent change in youth violent crime severity index,Percent,v53079930,252.22,2
2014,Yukon,Youth non-violent crime severity index,Index,v53079777,211.08,2
2014,Yukon,Percent change in youth non-violent crime severity index,Percent,v53079778,-18.68,2
2014,Yukon,Weighted clearance rate,Number,v53079779,54.79,2
2014,Yukon,Percent change in weighted clearance rate,Percent,v53079780,-1.28,2
2014,Yukon,Violent weighted clearance rate,Number,v53079781,69.59,2
2014,Yukon,Percent change in violent weighted clearance rate,Percent,v53079782,-6.1,2
2014,Yukon,Non-violent weighted clearance rate,Number,v53079783,47.18,2
2014,Yukon,Percent change in non-violent weighted clearance rate,Percent,v53079784,-4.46,2
2014,Northwest Territories,Crime severity index,Index,v44312701,290.16,2
2014,Northwest Territories,Percent change in crime severity index,Percent,v44312702,-7.9,2
2014,Northwest Territories,Violent crime severity index,Index,v44312703,279.84,2
2014,Northwest Territories,Percent change in violent crime severity index,Percent,v44312704,-8.76,2
2014,Northwest Territories,Non-violent crime severity index,Index,v44312705,293.32,2
2014,Northwest Territories,Percent change in non-violent crime severity index,Percent,v44312706,-7.59,2
2014,Northwest Territories,Youth crime severity index,Index,v53079797,315.5,2
2014,Northwest Territories,Percent change in youth crime severity index,Percent,v53079798,-10.15,2
2014,Northwest Territories,Youth violent crime severity index,Index,v53079799,254.24,2
2014,Northwest Territories,Percent change in youth violent crime severity index,Percent,v53079931,-18.26,2
2014,Northwest Territories,Youth non-violent crime severity index,Index,v53079789,357.51,2
2014,Northwest Territories,Percent change in youth non-violent crime severity index,Percent,v53079790,-5.43,2
2014,Northwest Territories,Weighted clearance rate,Number,v53079791,65.0,2
2014,Northwest Territories,Percent change in weighted clearance rate,Percent,v53079792,0.67,2
2014,Northwest Territories,Violent weighted clearance rate,Number,v53079793,78.53,2
2014,Northwest Territories,Percent change in violent weighted clearance rate,Percent,v53079794,-4.84,2
2014,Northwest Territories,Non-violent weighted clearance rate,Number,v53079795,60.31,2
2014,Northwest Territories,Percent change in non-violent weighted clearance rate,Percent,v53079796,3.52,2
2014,Nunavut,Crime severity index,Index,v44312707,283.68,2
2014,Nunavut,Percent change in crime severity index,Percent,v44312708,-0.81,2
2014,Nunavut,Violent crime severity index,Index,v44312709,446.45,2
2014,Nunavut,Percent change in violent crime severity index,Percent,v44312710,4.03,2
2014,Nunavut,Non-violent crime severity index,Index,v44312711,223.86,2
2014,Nunavut,Percent change in non-violent crime severity index,Percent,v44312712,-4.05,2
2014,Nunavut,Youth crime severity index,Index,v53079809,298.66,2
2014,Nunavut,Percent change in youth crime severity index,Percent,v53079810,-10.19,2
2014,Nunavut,Youth violent crime severity index,Index,v53079811,212.48,2
2014,Nunavut,Percent change in youth violent crime severity index,Percent,v53079934,21.33,2
2014,Nunavut,Youth non-violent crime severity index,Index,v53079801,358.39,2
2014,Nunavut,Percent change in youth non-violent crime severity index,Percent,v53079802,-19.02,2
2014,Nunavut,Weighted clearance rate,Number,v53079803,75.86,2
2014,Nunavut,Percent change in weighted clearance rate,Percent,v53079804,-3.13,2
2014,Nunavut,Violent weighted clearance rate,Number,v53079805,91.58,2
2014,Nunavut,Percent change in violent weighted clearance rate,Percent,v53079806,-4.41,2
2014,Nunavut,Non-violent weighted clearance rate,Number,v53079807,64.46,2
2014,Nunavut,Percent change in non-violent weighted clearance rate,Percent,v53079808,-3.21,2
2015,Canada,Crime severity index,Index,v44312461,70.39,2
2015,Canada,Percent change in crime severity index,Percent,v44312462,5.22,2
2015,Canada,Violent crime severity index,Index,v44312463,75.34,2
2015,Canada,Percent change in violent crime severity index,Percent,v44312464,6.55,2
2015,Canada,Non-violent crime severity index,Index,v44312465,68.44,2
2015,Canada,Percent change in non-violent crime severity index,Percent,v44312466,4.68,2
2015,Canada,Youth crime severity index,Index,v53079455,60.42,2
2015,Canada,Percent change in youth crime severity index,Percent,v53079456,-0.33,2
2015,Canada,Youth violent crime severity index,Index,v53079457,66.39,2
2015,Canada,Percent change in youth violent crime severity index,Percent,v53079920,2.39,2
2015,Canada,Youth non-violent crime severity index,Index,v53079447,55.93,2
2015,Canada,Percent change in youth non-violent crime severity index,Percent,v53079448,-2.51,2
2015,Canada,Weighted clearance rate,Number,v53079449,39.35,2
2015,Canada,Percent change in weighted clearance rate,Percent,v53079450,-2.77,2
2015,Canada,Violent weighted clearance rate,Number,v53079451,62.72,2
2015,Canada,Percent change in violent weighted clearance rate,Percent,v53079452,-2.21,2
2015,Canada,Non-violent weighted clearance rate,Number,v53079453,29.99,2
2015,Canada,Percent change in non-violent weighted clearance rate,Percent,v53079454,-3.75,2
